Year,state,state_po,state_FIPS,state_census_code,state_ICPSR,electoral stage,special election,candidate,candidate_party,party_simplified,write-in candidates,candidate votes,total votes,unofficial_result
1976,ARIZONA,AZ,4,86,61,gen,FALSE,SAM STEIGER,REPUBLICAN,REPUBLICAN,FALSE,321236,741210,FALSE
1976,ARIZONA,AZ,4,86,61,gen,FALSE,WM. MATHEWS FEIGHAN,INDEPENDENT,OTHER,FALSE,1565,741210,FALSE
1976,ARIZONA,AZ,4,86,61,gen,FALSE,DENNIS DECONCINI,DEMOCRAT,DEMOCRAT,FALSE,400334,741210,FALSE
1976,ARIZONA,AZ,4,86,61,gen,FALSE,ALLAN NORWITZ,LIBERTARIAN,LIBERTARIAN,FALSE,7310,741210,FALSE
1976,ARIZONA,AZ,4,86,61,gen,FALSE,BOB FIELD,INDEPENDENT,OTHER,FALSE,10765,741210,FALSE
1976,CALIFORNIA,CA,6,93,71,gen,FALSE,JACK MCCOY,AMERICAN INDEPENDENT,OTHER,FALSE,82739,7470586,FALSE
1976,CALIFORNIA,CA,6,93,71,gen,FALSE,S. I. (SAM) HAYAKAWA,REPUBLICAN,REPUBLICAN,FALSE,3748973,7470586,FALSE
1976,CALIFORNIA,CA,6,93,71,gen,FALSE,JOHN V. TUNNEY,DEMOCRAT,DEMOCRAT,FALSE,3502862,7470586,FALSE
1976,CALIFORNIA,CA,6,93,71,gen,FALSE,OMARI MUSA,INDEPENDENT,OTHER,FALSE,31629,7470586,FALSE
1976,CALIFORNIA,CA,6,93,71,gen,FALSE,DAVID WALD,PEACE AND FREEDOM,OTHER,FALSE,104383,7470586,FALSE
1976,CONNECTICUT,CT,9,16,1,gen,FALSE,"LOWELL P. WEICKER, JR.",REPUBLICAN,REPUBLICAN,FALSE,785683,1361666,FALSE
1976,CONNECTICUT,CT,9,16,1,gen,FALSE,SCATTER,,OTHER,FALSE,558,1361666,FALSE
1976,CONNECTICUT,CT,9,16,1,gen,FALSE,ROBERT BARNABEI,AMERICAN INDEPENDENT,OTHER,FALSE,14407,1361666,FALSE
1976,CONNECTICUT,CT,9,16,1,gen,FALSE,GLORIA SCHAFFER,DEMOCRAT,DEMOCRAT,FALSE,561018,1361666,FALSE
1976,DELAWARE,DE,10,51,11,gen,FALSE,THOMAS C. MALONEY,DEMOCRAT,DEMOCRAT,FALSE,98042,224795,FALSE
1976,DELAWARE,DE,10,51,11,gen,FALSE,"WILLIAM V. ROTH, JR.",REPUBLICAN,REPUBLICAN,FALSE,125454,224795,FALSE
1976,DELAWARE,DE,10,51,11,gen,FALSE,DONALD G. GIES,AMERICAN,OTHER,FALSE,646,224795,FALSE
1976,DELAWARE,DE,10,51,11,gen,FALSE,JOHN A. MASSIMILLA,PROHIBITION,OTHER,FALSE,216,224795,FALSE
1976,DELAWARE,DE,10,51,11,gen,FALSE,JOSEPH F. MCINERNEY,NONE,OTHER,FALSE,437,224795,FALSE
1976,FLORIDA,FL,12,59,43,gen,FALSE,LAWTON CHILES,DEMOCRAT,DEMOCRAT,FALSE,1799518,2857534,FALSE
1976,FLORIDA,FL,12,59,43,gen,FALSE,SCATTER,,OTHER,FALSE,130,2857534,FALSE
1976,FLORIDA,FL,12,59,43,gen,FALSE,JOHN GRADY,REPUBLICAN,REPUBLICAN,FALSE,1057886,2857534,FALSE
1976,HAWAII,HI,15,95,82,gen,FALSE,SPARK M. MATSUNAGA,DEMOCRAT,DEMOCRAT,FALSE,162305,302092,FALSE
1976,HAWAII,HI,15,95,82,gen,FALSE,JAMES D. KIMMEL,INDEPENDENT,OTHER,FALSE,1433,302092,FALSE
1976,HAWAII,HI,15,95,82,gen,FALSE,WILLIAM QUINN,REPUBLICAN,REPUBLICAN,FALSE,122724,302092,FALSE
1976,HAWAII,HI,15,95,82,gen,FALSE,ANTHONY N. HODGES,PROHIBITION,OTHER,FALSE,14226,302092,FALSE
1976,HAWAII,HI,15,95,82,gen,FALSE,ROCKNE JOHNSON,LIBERTARIAN,LIBERTARIAN,FALSE,1404,302092,FALSE
1976,INDIANA,IN,18,32,22,gen,FALSE,RICHARD G. LUGAR,REPUBLICAN,REPUBLICAN,FALSE,1275833,2161187,FALSE
1976,INDIANA,IN,18,32,22,gen,FALSE,VANCE HARTKE,DEMOCRAT,DEMOCRAT,FALSE,868522,2161187,FALSE
1976,INDIANA,IN,18,32,22,gen,FALSE,DON L. LEE,INDEPENDENT,OTHER,FALSE,14321,2161187,FALSE
1976,INDIANA,IN,18,32,22,gen,FALSE,DAVID LEE HOAGLAND,U.S. LABOR,OTHER,FALSE,2511,2161187,FALSE
1976,MAINE,ME,23,11,2,gen,FALSE,ROBERT A. G. MONKS,REPUBLICAN,REPUBLICAN,FALSE,193489,486193,FALSE
1976,MAINE,ME,23,11,2,gen,FALSE,EDMUND S. MUSKIE,DEMOCRAT,DEMOCRAT,FALSE,292704,486193,FALSE
1976,MARYLAND,MD,24,52,52,gen,FALSE,"J. GLENN BEALL, JR.",REPUBLICAN,REPUBLICAN,FALSE,530439,1365290,FALSE
1976,MARYLAND,MD,24,52,52,gen,FALSE,PAUL S. SARBANES,DEMOCRAT,DEMOCRAT,FALSE,772101,1365290,FALSE
1976,MARYLAND,MD,24,52,52,gen,FALSE,BRUCE BRADLEY,INDEPENDENT,OTHER,FALSE,62750,1365290,FALSE
1976,MASSACHUSETTS,MA,25,14,3,gen,FALSE,CAROL HENDERSON EVANS,SOCIALIST WORKERS,OTHER,FALSE,26283,2491255,FALSE
1976,MASSACHUSETTS,MA,25,14,3,gen,FALSE,SCATTER,,OTHER,FALSE,157,2491255,FALSE
1976,MASSACHUSETTS,MA,25,14,3,gen,FALSE,MICHAEL S. ROBERTSON,REPUBLICAN,REPUBLICAN,FALSE,722641,2491255,FALSE
1976,MASSACHUSETTS,MA,25,14,3,gen,FALSE,H. GRAHAM LOWRY,U.S. LABOR,OTHER,FALSE,15517,2491255,FALSE
1976,MASSACHUSETTS,MA,25,14,3,gen,FALSE,EDWARD M. KENNEDY,DEMOCRAT,DEMOCRAT,FALSE,1726657,2491255,FALSE
1976,MICHIGAN,MI,26,34,23,gen,FALSE,BETTE JANE ERWIN,LIBERTARIAN,LIBERTARIAN,FALSE,8842,3490412,FALSE
1976,MICHIGAN,MI,26,34,23,gen,FALSE,THEODORE G. ALBERT,HUMAN RIGHTS,OTHER,FALSE,7281,3490412,FALSE
1976,MICHIGAN,MI,26,34,23,gen,FALSE,MARVIN L. ESCH,REPUBLICAN,REPUBLICAN,FALSE,1635087,3490412,FALSE
1976,MICHIGAN,MI,26,34,23,gen,FALSE,"DONALD W. RIEGLE, JR.",DEMOCRAT,DEMOCRAT,FALSE,1831031,3490412,FALSE
1976,MICHIGAN,MI,26,34,23,gen,FALSE,FRANK GIRARD,SOCIALIST LABOR,OTHER,FALSE,2554,3490412,FALSE
1976,MICHIGAN,MI,26,34,23,gen,FALSE,PAULA L. REIMERS,SOCIALIST WORKERS,OTHER,FALSE,3399,3490412,FALSE
1976,MICHIGAN,MI,26,34,23,gen,FALSE,PETER A. SIGNORELLI,U.S. LABOR,OTHER,FALSE,2218,3490412,FALSE
1976,MINNESOTA,MN,27,41,33,gen,FALSE,ROBIN E. MILLER,LIBERTARIAN,LIBERTARIAN,FALSE,5476,1912020,FALSE
1976,MINNESOTA,MN,27,41,33,gen,FALSE,BILL PETERSON,SOCIALIST WORKERS,OTHER,FALSE,9380,1912020,FALSE
1976,MINNESOTA,MN,27,41,33,gen,FALSE,MATT SAVOLA,COMMUNIST,OTHER,FALSE,2214,1912020,FALSE
1976,MINNESOTA,MN,27,41,33,gen,FALSE,JERRY BREKKE,REPUBLICAN,REPUBLICAN,FALSE,478602,1912020,FALSE
1976,MINNESOTA,MN,27,41,33,gen,FALSE,PAUL HELM,AMERICAN,OTHER,FALSE,125612,1912020,FALSE
1976,MINNESOTA,MN,27,41,33,gen,FALSE,HUBERT H. HUMPHREY,DEMOCRAT,DEMOCRAT,FALSE,1290736,1912020,FALSE
1976,MISSISSIPPI,MS,28,64,46,gen,FALSE,JOHN C. STENNIS,DEMOCRAT,DEMOCRAT,FALSE,554433,554433,FALSE
1976,MISSOURI,MO,29,43,34,gen,FALSE,JOHN C. DANFORTH,REPUBLICAN,REPUBLICAN,FALSE,1090067,1914460,FALSE
1976,MISSOURI,MO,29,43,34,gen,FALSE,WARREN E. HEARNES,DEMOCRAT,DEMOCRAT,FALSE,813571,1914460,FALSE
1976,MISSOURI,MO,29,43,34,gen,FALSE,LAWRENE (RED) PETTY,INDEPENDENT,OTHER,FALSE,10822,1914460,FALSE
1976,MONTANA,MT,30,81,64,gen,FALSE,STANLEY C. BURGER,REPUBLICAN,REPUBLICAN,FALSE,115213,321445,FALSE
1976,MONTANA,MT,30,81,64,gen,FALSE,JOHN MELCHER,DEMOCRAT,DEMOCRAT,FALSE,206232,321445,FALSE
1976,NEBRASKA,NE,31,46,35,gen,FALSE,NA,NA,OTHER,TRUE,58,593310,FALSE
1976,NEBRASKA,NE,31,46,35,gen,FALSE,SCATTER,,OTHER,FALSE,163,593310,FALSE
1976,NEBRASKA,NE,31,46,35,gen,FALSE,JOHN Y. MCCOLLISTER,REPUBLICAN,REPUBLICAN,FALSE,279284,593310,FALSE
1976,NEBRASKA,NE,31,46,35,gen,FALSE,EDWARD ZORINSKY,DEMOCRAT,DEMOCRAT,FALSE,313805,593310,FALSE
1976,NEVADA,NV,32,88,65,gen,FALSE,BYRON D. YOUNG,INDEPENDENT AMERICAN,OTHER,FALSE,3619,201899,FALSE
1976,NEVADA,NV,32,88,65,gen,FALSE,DAVID TOWELL,REPUBLICAN,REPUBLICAN,FALSE,63471,201899,FALSE
1976,NEVADA,NV,32,88,65,gen,FALSE,OTHER,,OTHER,FALSE,5288,201899,FALSE
1976,NEVADA,NV,32,88,65,gen,FALSE,DAN BECAN,LIBERTARIAN,LIBERTARIAN,FALSE,2307,201899,FALSE
1976,NEVADA,NV,32,88,65,gen,FALSE,HOWARD W. CANNON,DEMOCRAT,DEMOCRAT,FALSE,127214,201899,FALSE
1976,NEW JERSEY,NJ,34,22,12,gen,FALSE,LEIF JOHNSON,LABOR,OTHER,FALSE,6650,2771390,FALSE
1976,NEW JERSEY,NJ,34,22,12,gen,FALSE,HANNIBAL CUNDARI,LIBERTARIAN,LIBERTARIAN,FALSE,19907,2771390,FALSE
1976,NEW JERSEY,NJ,34,22,12,gen,FALSE,"HARRISON A. WILLIAMS, JR.",DEMOCRAT,DEMOCRAT,FALSE,1681140,2771390,FALSE
1976,NEW JERSEY,NJ,34,22,12,gen,FALSE,BERNARDO S. DOGANIERO,SOCIALIST LABOR,OTHER,FALSE,9185,2771390,FALSE
1976,NEW JERSEY,NJ,34,22,12,gen,FALSE,DAVID F. NORCROSS,REPUBLICAN,REPUBLICAN,FALSE,1054508,2771390,FALSE
1976,NEW MEXICO,NM,35,85,66,gen,FALSE,ERNESTO B. BORUNDA,LA RAZA UNIDA,OTHER,FALSE,1087,413056,FALSE
1976,NEW MEXICO,NM,35,85,66,gen,FALSE,JOSEPH M. MONTOYA,DEMOCRAT,DEMOCRAT,FALSE,176382,413056,FALSE
1976,NEW MEXICO,NM,35,85,66,gen,FALSE,"MALCOLM ""MATT"" DILLON",AMERICAN,OTHER,FALSE,906,413056,FALSE
1976,NEW MEXICO,NM,35,85,66,gen,FALSE,"HARRISON ""JACK"" SCHMITT",REPUBLICAN,REPUBLICAN,FALSE,234681,413056,FALSE
1976,NEW YORK,NY,36,21,13,gen,FALSE,MARCIA GALLO,SOCIALIST WORKERS,OTHER,FALSE,16350,6666875,FALSE
1976,NEW YORK,NY,36,21,13,gen,FALSE,DANIEL PATRICK MOYNIHAN,LIBERAL,OTHER,FALSE,184083,6666875,FALSE
1976,NEW YORK,NY,36,21,13,gen,FALSE,JAMES L. BUCKLEY,CONSERVATIVE,OTHER,FALSE,311494,6666875,FALSE
1976,NEW YORK,NY,36,21,13,gen,FALSE,ELIJAH C. BOYD,LABOR,OTHER,FALSE,6716,6666875,FALSE
1976,NEW YORK,NY,36,21,13,gen,FALSE,HERBERT APTHEKER,COMMUNIST,OTHER,FALSE,25141,6666875,FALSE
1976,NEW YORK,NY,36,21,13,gen,FALSE,MARTIN E. NIXON,LIBERTARIAN,LIBERTARIAN,FALSE,10943,6666875,FALSE
1976,NEW YORK,NY,36,21,13,gen,FALSE,OTHER,,OTHER,FALSE,348498,6666875,FALSE
1976,NEW YORK,NY,36,21,13,gen,FALSE,JAMES L. BUCKLEY,REPUBLICAN,REPUBLICAN,FALSE,2525139,6666875,FALSE
1976,NEW YORK,NY,36,21,13,gen,FALSE,DANIEL PATRICK MOYNIHAN,DEMOCRAT,DEMOCRAT,FALSE,3238511,6666875,FALSE
1976,NORTH DAKOTA,ND,38,44,36,gen,FALSE,ROBERT STROUP,REPUBLICAN,REPUBLICAN,FALSE,103466,283062,FALSE
1976,NORTH DAKOTA,ND,38,44,36,gen,FALSE,QUENTIN N. BURDICK,DEMOCRAT,DEMOCRAT,FALSE,175772,283062,FALSE
1976,NORTH DAKOTA,ND,38,44,36,gen,FALSE,CLARENCE HAGGARD,AMERICAN,OTHER,FALSE,3824,283062,FALSE
1976,OHIO,OH,39,31,24,gen,FALSE,EMMA LILA FUNDABURK,INDEPENDENT,OTHER,FALSE,33285,3920613,FALSE
1976,OHIO,OH,39,31,24,gen,FALSE,HOWARD M. METZENBAUM,DEMOCRAT,DEMOCRAT,FALSE,1941113,3920613,FALSE
1976,OHIO,OH,39,31,24,gen,FALSE,"ROBERT TAFT, JR.",REPUBLICAN,REPUBLICAN,FALSE,1823774,3920613,FALSE
1976,OHIO,OH,39,31,24,gen,FALSE,MELISA SINGLER,SOCIALIST WORKERS,OTHER,FALSE,31805,3920613,FALSE
1976,OHIO,OH,39,31,24,gen,FALSE,DONALD E. BABCOCK,AMERICAN,OTHER,FALSE,36979,3920613,FALSE
1976,OHIO,OH,39,31,24,gen,FALSE,JOHN O'NEILL,INDEPENDENT,OTHER,FALSE,53657,3920613,FALSE
1976,PENNSYLVANIA,PA,42,23,14,gen,FALSE,H. JOHN HEINZ III,REPUBLICAN,REPUBLICAN,FALSE,2381891,4546353,FALSE
1976,PENNSYLVANIA,PA,42,23,14,gen,FALSE,FREDERICK W. STANTON,SOCIALIST WORKERS,OTHER,FALSE,5484,4546353,FALSE
1976,PENNSYLVANIA,PA,42,23,14,gen,FALSE,BERNARD SALERA,LABOR,OTHER,FALSE,3637,4546353,FALSE
1976,PENNSYLVANIA,PA,42,23,14,gen,FALSE,FRANK KINCES,COMMUNIST,OTHER,FALSE,2097,4546353,FALSE
1976,PENNSYLVANIA,PA,42,23,14,gen,FALSE,ANDREW J. WATSON,CONSTITUTION,OTHER,FALSE,26028,4546353,FALSE
1976,PENNSYLVANIA,PA,42,23,14,gen,FALSE,WILLIAM J. GREEN,DEMOCRAT,DEMOCRAT,FALSE,2126977,4546353,FALSE
1976,PENNSYLVANIA,PA,42,23,14,gen,FALSE,OTHER,,OTHER,FALSE,239,4546353,FALSE
1976,RHODE ISLAND,RI,44,15,5,gen,FALSE,RICHARD P. LORBER,DEMOCRAT,DEMOCRAT,FALSE,167665,398906,FALSE
1976,RHODE ISLAND,RI,44,15,5,gen,FALSE,JOHN H. CHAFEE,REPUBLICAN,REPUBLICAN,FALSE,230329,398906,FALSE
1976,RHODE ISLAND,RI,44,15,5,gen,FALSE,MARGARET R. CANN,COMMUNIST,OTHER,FALSE,912,398906,FALSE
1976,TENNESSEE,TN,47,62,54,gen,FALSE,MARK CLARK BATES,INDEPENDENT,OTHER,FALSE,5137,1432046,FALSE
1976,TENNESSEE,TN,47,62,54,gen,FALSE,WILLIE C. JACOX,INDEPENDENT,OTHER,FALSE,1406,1432046,FALSE
1976,TENNESSEE,TN,47,62,54,gen,FALSE,NA,NA,OTHER,TRUE,31,1432046,FALSE
1976,TENNESSEE,TN,47,62,54,gen,FALSE,JAMES R. SASSER,DEMOCRAT,DEMOCRAT,FALSE,751180,1432046,FALSE
1976,TENNESSEE,TN,47,62,54,gen,FALSE,ARNOLD JOSEPH ZANDIE,INDEPENDENT,OTHER,FALSE,1061,1432046,FALSE
1976,TENNESSEE,TN,47,62,54,gen,FALSE,BILL BROCK,REPUBLICAN,REPUBLICAN,FALSE,673231,1432046,FALSE
1976,TEXAS,TX,48,74,49,gen,FALSE,PEDRO VASQUEZ,SOCIALIST WORKERS,OTHER,FALSE,20549,3874230,FALSE
1976,TEXAS,TX,48,74,49,gen,FALSE,MARJORIE P. GALLION,AMERICAN,OTHER,FALSE,17355,3874230,FALSE
1976,TEXAS,TX,48,74,49,gen,FALSE,ALAN STEELMAN,REPUBLICAN,REPUBLICAN,FALSE,1636370,3874230,FALSE
1976,TEXAS,TX,48,74,49,gen,FALSE,LLOYD BENTSEN,DEMOCRAT,DEMOCRAT,FALSE,2199956,3874230,FALSE
1976,UTAH,UT,49,87,67,gen,FALSE,STEVE TROTTER,LIBERTARIAN,LIBERTARIAN,FALSE,3026,522108,FALSE
1976,UTAH,UT,49,87,67,gen,FALSE,GEORGE MERL BATCHELOR,AMERICAN,OTHER,FALSE,4913,522108,FALSE
1976,UTAH,UT,49,87,67,gen,FALSE,ORRIN G. HATCH,REPUBLICAN,REPUBLICAN,FALSE,290221,522108,FALSE
1976,UTAH,UT,49,87,67,gen,FALSE,FRANK E. MOSS,DEMOCRAT,DEMOCRAT,FALSE,223948,522108,FALSE
1976,VERMONT,VT,50,13,6,gen,FALSE,ROBERT T. STAFFORD,REPUBLICAN,REPUBLICAN,FALSE,94481,189060,FALSE
1976,VERMONT,VT,50,13,6,gen,FALSE,SCATTER,,OTHER,FALSE,96,189060,FALSE
1976,VERMONT,VT,50,13,6,gen,FALSE,THOMAS P. SALMON,DEMOCRAT,DEMOCRAT,FALSE,85682,189060,FALSE
1976,VERMONT,VT,50,13,6,gen,FALSE,NANCY KAUFMAN,LIBERTY UNION,OTHER,FALSE,8801,189060,FALSE
1976,VIRGINIA,VA,51,54,40,gen,FALSE,NA,NA,OTHER,TRUE,154,1557500,FALSE
1976,VIRGINIA,VA,51,54,40,gen,FALSE,MARTIN H. PERPER,INDEPENDENT,OTHER,FALSE,70559,1557500,FALSE
1976,VIRGINIA,VA,51,54,40,gen,FALSE,E. R. (BUD) ZUMWALT,DEMOCRAT,DEMOCRAT,FALSE,596009,1557500,FALSE
1976,VIRGINIA,VA,51,54,40,gen,FALSE,"HARRY F. BYRD, JR.",INDEPENDENT,OTHER,FALSE,890778,1557500,FALSE
1976,WASHINGTON,WA,53,91,73,gen,FALSE,"WILLIAM F. WERTZ, JR.",LABOR,OTHER,FALSE,3389,1491111,FALSE
1976,WASHINGTON,WA,53,91,73,gen,FALSE,DAVE SMITH,INDEPENDENT,OTHER,FALSE,28182,1491111,FALSE
1976,WASHINGTON,WA,53,91,73,gen,FALSE,KARL BERMANN,SOCIALIST WORKERS,OTHER,FALSE,7402,1491111,FALSE
1976,WASHINGTON,WA,53,91,73,gen,FALSE,HENRY M. JACKSON,DEMOCRAT,DEMOCRAT,FALSE,1071219,1491111,FALSE
1976,WASHINGTON,WA,53,91,73,gen,FALSE,RICHARD K. KENNEY,LIBERTARIAN,LIBERTARIAN,FALSE,19373,1491111,FALSE
1976,WASHINGTON,WA,53,91,73,gen,FALSE,GEORGE M. BROWN,REPUBLICAN,REPUBLICAN,FALSE,361546,1491111,FALSE
1976,WEST VIRGINIA,WV,54,55,56,gen,FALSE,ROBERT C. BYRD,DEMOCRAT,DEMOCRAT,FALSE,566359,566359,FALSE
1976,WISCONSIN,WI,55,35,25,gen,FALSE,MICHAEL A. MACLAURIN,U.S. LABOR,OTHER,FALSE,2148,1935183,FALSE
1976,WISCONSIN,WI,55,35,25,gen,FALSE,WILLIAM O. HART,DEMOCRATIC SOCIALIST,OTHER,FALSE,7354,1935183,FALSE
1976,WISCONSIN,WI,55,35,25,gen,FALSE,ROBERT E. NORDLANDER,SOCIALIST LABOR,OTHER,FALSE,1731,1935183,FALSE
1976,WISCONSIN,WI,55,35,25,gen,FALSE,WILLIAM PROXMIRE,DEMOCRAT,DEMOCRAT,FALSE,1396970,1935183,FALSE
1976,WISCONSIN,WI,55,35,25,gen,FALSE,ROBERT SCHWARZ,SOCIALIST WORKERS,OTHER,FALSE,4876,1935183,FALSE
1976,WISCONSIN,WI,55,35,25,gen,FALSE,SCATTER,,OTHER,FALSE,202,1935183,FALSE
1976,WISCONSIN,WI,55,35,25,gen,FALSE,STANLEY YORK,REPUBLICAN,REPUBLICAN,FALSE,521902,1935183,FALSE
1976,WYOMING,WY,56,83,68,gen,FALSE,GALE MCGEE,DEMOCRAT,DEMOCRAT,FALSE,70558,155368,FALSE
1976,WYOMING,WY,56,83,68,gen,FALSE,MALCOLM WALLOP,REPUBLICAN,REPUBLICAN,FALSE,84810,155368,FALSE
1978,ALABAMA,AL,1,63,41,gen,FALSE,JEROME B. COUCH,PROHIBITION,OTHER,FALSE,34951,582005,FALSE
1978,ALABAMA,AL,1,63,41,gen,TRUE,JAMES D. MARTIN,REPUBLICAN,REPUBLICAN,FALSE,316170,729842,FALSE
1978,ALABAMA,AL,1,63,41,gen,TRUE,MICHAEL R. A. ERDEY,LIBERTARIAN,LIBERTARIAN,FALSE,6006,729842,FALSE
1978,ALABAMA,AL,1,63,41,gen,TRUE,DONALD STEWART,DEMOCRAT,DEMOCRAT,FALSE,401852,729842,FALSE
1978,ALABAMA,AL,1,63,41,gen,FALSE,HOWELL HEFLIN,DEMOCRAT,DEMOCRAT,FALSE,547054,582005,FALSE
1978,ALABAMA,AL,1,63,41,gen,TRUE,A. J. KILLINSWORTH,PROHIBITION,OTHER,FALSE,5814,729842,FALSE
1978,ALASKA,AK,2,94,81,gen,FALSE,DONALD HOBBS,DEMOCRAT,DEMOCRAT,FALSE,29574,122741,FALSE
1978,ALASKA,AK,2,94,81,gen,FALSE,NA,NA,OTHER,TRUE,384,122741,FALSE
1978,ALASKA,AK,2,94,81,gen,FALSE,TED STEVENS,REPUBLICAN,REPUBLICAN,FALSE,92783,122741,FALSE
1978,ARKANSAS,AR,5,71,42,gen,FALSE,JOHN GRAHAM BLACK,INDEPENDENT,OTHER,FALSE,37211,517138,FALSE
1978,ARKANSAS,AR,5,71,42,gen,FALSE,NA,NA,OTHER,TRUE,113,517138,FALSE
1978,ARKANSAS,AR,5,71,42,gen,FALSE,DAVID PRYOR,DEMOCRAT,DEMOCRAT,FALSE,395506,517138,FALSE
1978,ARKANSAS,AR,5,71,42,gen,FALSE,TOM KELLY,REPUBLICAN,REPUBLICAN,FALSE,84308,517138,FALSE
1978,COLORADO,CO,8,84,62,gen,FALSE,JOHN SHUE ,NATIONAL STATESMAN,OTHER,FALSE,2518,819256,FALSE
1978,COLORADO,CO,8,84,62,gen,FALSE,VEDDER V. DRON,UNITED STATES PARTY,OTHER,FALSE,5789,819256,FALSE
1978,COLORADO,CO,8,84,62,gen,FALSE,FLOYD K. HASKELL,DEMOCRAT,DEMOCRAT,FALSE,330148,819256,FALSE
1978,COLORADO,CO,8,84,62,gen,FALSE,WILLIAM L. ARMSTRONG,REPUBLICAN,REPUBLICAN,FALSE,480801,819256,FALSE
1978,DELAWARE,DE,10,51,11,gen,FALSE,JOSEPH R. BIDEN JR.,DEMOCRAT,DEMOCRAT,FALSE,93930,162072,FALSE
1978,DELAWARE,DE,10,51,11,gen,FALSE,DONALD G. GIES,AMERICAN,OTHER,FALSE,1663,162072,FALSE
1978,DELAWARE,DE,10,51,11,gen,FALSE,JAMES H. BAXTER JR.,REPUBLICAN,REPUBLICAN,FALSE,66479,162072,FALSE
1978,GEORGIA,GA,13,58,44,gen,FALSE,JOHN W. STOKES,REPUBLICAN,REPUBLICAN,FALSE,108808,645128,FALSE
1978,GEORGIA,GA,13,58,44,gen,FALSE,SAM NUNN,DEMOCRAT,DEMOCRAT,FALSE,536320,645128,FALSE
1978,IDAHO,ID,16,82,63,gen,FALSE,DWIGHT JENSEN,DEMOCRAT,DEMOCRAT,FALSE,89635,284047,FALSE
1978,IDAHO,ID,16,82,63,gen,FALSE,JAMES A. MCCLURE,REPUBLICAN,REPUBLICAN,FALSE,194412,284047,FALSE
1978,ILLINOIS,IL,17,33,21,gen,FALSE,PATRICIA GROGAN,SOCIALIST WORKERS,OTHER,FALSE,15922,3184764,FALSE
1978,ILLINOIS,IL,17,33,21,gen,FALSE,ALEX SMITH,DEMOCRAT,DEMOCRAT,FALSE,1448187,3184764,FALSE
1978,ILLINOIS,IL,17,33,21,gen,FALSE,BRUCE LEE GREEN,LIBERTARIAN,LIBERTARIAN,FALSE,16320,3184764,FALSE
1978,ILLINOIS,IL,17,33,21,gen,FALSE,NA,NA,OTHER,TRUE,159,3184764,FALSE
1978,ILLINOIS,IL,17,33,21,gen,FALSE,CHARLES H. PEREY,REPUBLICAN,REPUBLICAN,FALSE,1698711,3184764,FALSE
1978,ILLINOIS,IL,17,33,21,gen,FALSE,GERALD ROSE,SOCIALIST LABOR,OTHER,FALSE,5465,3184764,FALSE
1978,IOWA,IA,19,42,31,gen,FALSE,ROGER W. JEPSEN,REPUBLICAN,REPUBLICAN,FALSE,421598,824576,FALSE
1978,IOWA,IA,19,42,31,gen,FALSE,BEN L. OLSON,LIBERTARIAN,LIBERTARIAN,FALSE,3689,824576,FALSE
1978,IOWA,IA,19,42,31,gen,FALSE,DICK CLARK,DEMOCRAT,DEMOCRAT,FALSE,395066,824576,FALSE
1978,IOWA,IA,19,42,31,gen,FALSE,GERALD LEO BAKER,INDEPENDENT,OTHER,FALSE,4223,824576,FALSE
1978,KANSAS,KS,20,47,32,gen,FALSE,NANCY LANDON KASSEBAUM,REPUBLICAN,REPUBLICAN,FALSE,403354,748839,FALSE
1978,KANSAS,KS,20,47,32,gen,FALSE,JAMES R. MAHER,CONSERVATIVE,OTHER,FALSE,22497,748839,FALSE
1978,KANSAS,KS,20,47,32,gen,FALSE,RUSSELL MIKELS,PROHIBITION,OTHER,FALSE,5386,748839,FALSE
1978,KANSAS,KS,20,47,32,gen,FALSE,BILL ROY,DEMOCRAT,DEMOCRAT,FALSE,317602,748839,FALSE
1978,KENTUCKY,KY,21,61,51,gen,FALSE,NA,NA,OTHER,TRUE,43,476783,FALSE
1978,KENTUCKY,KY,21,61,51,gen,FALSE,WALTER D. HUDDLESTON,DEMOCRAT,DEMOCRAT,FALSE,290730,476783,FALSE
1978,KENTUCKY,KY,21,61,51,gen,FALSE,LOUIE GUENTHNER JR. ,REPUBLICAN,REPUBLICAN,FALSE,175766,476783,FALSE
1978,KENTUCKY,KY,21,61,51,gen,FALSE,ANTHONY ALBERT MCCORD,AMERICAN,OTHER,FALSE,10244,476783,FALSE
1978,LOUISIANA,LA,22,72,45,gen,FALSE,J. BENNETT JOHNSTON JR. ,DEMOCRAT,DEMOCRAT,FALSE,1,1,FALSE
1978,MAINE,ME,23,11,2,gen,FALSE,WILLIAM D. HATHAWAY,DEMOCRAT,DEMOCRAT,FALSE,127327,375114,FALSE
1978,MAINE,ME,23,11,2,gen,FALSE,JOHN J. JANNACE,INDEPENDENT,OTHER,FALSE,5553,375114,FALSE
1978,MAINE,ME,23,11,2,gen,FALSE,WILLIAM S. COHEN,REPUBLICAN,REPUBLICAN,FALSE,212294,375114,FALSE
1978,MAINE,ME,23,11,2,gen,FALSE,HAYES E. GAHAGAN,INDEPENDENT,OTHER,FALSE,27824,375114,FALSE
1978,MAINE,ME,23,11,2,gen,FALSE,PLATO TRUMAN,INDEPENDENT,OTHER,FALSE,2116,375114,FALSE
1978,MASSACHUSETTS,MA,25,14,3,gen,FALSE,OTHER,,OTHER,FALSE,1833,1985700,FALSE
